identifier,frequency,startdate,splitgift,donor,motivation_1,recipient_support_1,recipient_keymin_1,recipient_field_1,amount_1,motivation_2,recipient_support_2,recipient_keymin_2,recipient_field_2,amount_2,motivation_3,recipient_support_3,recipient_keymin_3,recipient_field_3,amount_3
792,monthly,2012-06-07T00:00:00,2,449,SUPPORT,96,50,14,389,SUPPORT,110,35,20,230,KEYMIN,57,37,18,433
793,once,2012-09-13T00:00:00,2,390,KEYMIN,194,6,9,96,SUPPORT,49,12,8,253,FIELD,53,4,3,480
794,once,2012-09-03T00:00:00,3,399,KEYMIN,94,8,16,141,SUPPORT,137,21,4,461,SUPPORT,76,20,2,443
795,monthly,2012-11-04T00:00:00,2,654,SUPPORT,3,29,5,326,SUPPORT,2,49,14,237,SUPPORT,5,2,11,153
796,quarterly,2012-04-10T00:00:00,3,86,SUPPORT,1,34,13,371,SUPPORT,58,48,13,38,KEYMIN,198,26,13,451
797,monthly,2012-02-02T00:00:00,2,489,KEYMIN,167,46,12,243,SUPPORT,145,14,20,475,SUPPORT,151,50,10,36
798,monthly,2012-05-14T00:00:00,1,95,FIELD,188,46,8,283,FIELD,130,27,15,194,SUPPORT,35,45,19,209
799,monthly,2012-02-24T00:00:00,1,775,SUPPORT,2,12,19,202,SUPPORT,101,1,15,262,KEYMIN,153,23,17,313
800,once,2012-12-10T00:00:00,1,25,SUPPORT,3,48,16,458,KEYMIN,164,47,4,290,SUPPORT,53,6,3,259
801,monthly,2012-02-06T00:00:00,2,770,SUPPORT,102,41,15,162,SUPPORT,63,39,18,179,KEYMIN,90,44,2,152
802,once,2012-10-07T00:00:00,2,567,SUPPORT,43,38,12,285,SUPPORT,98,14,1,264,SUPPORT,177,33,2,435
803,once,2012-11-26T00:00:00,1,670,KEYMIN,87,16,1,225,SUPPORT,58,14,10,22,SUPPORT,135,34,7,349
804,once,2012-07-11T00:00:00,3,113,KEYMIN,187,15,19,163,SUPPORT,10,25,15,238,FIELD,167,1,12,128
805,once,2012-09-15T00:00:00,1,462,SUPPORT,91,41,2,222,SUPPORT,130,16,14,89,SUPPORT,159,23,17,363
806,monthly,2012-12-16T00:00:00,2,930,SUPPORT,187,45,15,239,SUPPORT,97,8,8,365,SUPPORT,62,16,3,458
807,monthly,2012-05-06T00:00:00,1,519,KEYMIN,142,40,3,328,KEYMIN,160,40,11,282,SUPPORT,1,43,2,189
808,once,2012-05-12T00:00:00,3,479,SUPPORT,163,45,19,384,SUPPORT,188,12,12,353,KEYMIN,37,16,11,277
809,monthly,2012-01-03T00:00:00,2,222,SUPPORT,196,17,13,123,FIELD,161,37,14,126,SUPPORT,143,19,1,468
810,once,2012-06-29T00:00:00,1,928,SUPPORT,118,40,19,295,SUPPORT,118,36,8,405,KEYMIN,131,14,3,341
811,quarterly,2012-08-18T00:00:00,2,349,FIELD,31,19,3,207,FIELD,28,12,12,345,KEYMIN,65,43,9,29
812,quarterly,2012-10-31T00:00:00,2,740,FIELD,66,19,15,397,SUPPORT,57,16,10,76,SUPPORT,28,45,3,451
813,quarterly,2012-04-22T00:00:00,1,5,KEYMIN,37,20,15,266,SUPPORT,175,42,19,73,FIELD,4,22,10,204
814,monthly,2012-07-03T00:00:00,2,672,FIELD,22,40,13,274,SUPPORT,176,47,4,425,SUPPORT,135,4,8,71
815,monthly,2012-06-05T00:00:00,3,779,FIELD,157,6,17,141,SUPPORT,53,38,17,284,SUPPORT,148,45,4,171
816,quarterly,2012-02-26T00:00:00,1,28,SUPPORT,66,18,11,155,SUPPORT,77,45,12,157,SUPPORT,39,14,19,11
817,monthly,2012-10-05T00:00:00,1,769,SUPPORT,73,40,8,83,SUPPORT,77,28,12,481,KEYMIN,197,28,15,334
818,monthly,2012-03-01T00:00:00,2,690,SUPPORT,123,13,5,302,SUPPORT,108,31,2,32,FIELD,139,31,18,391
819,quarterly,2012-07-19T00:00:00,1,941,FIELD,77,25,17,72,KEYMIN,161,39,8,29,SUPPORT,22,18,15,186
820,once,2012-04-24T00:00:00,1,937,SUPPORT,1,25,10,89,SUPPORT,137,23,2,243,SUPPORT,194,38,2,272
821,monthly,2012-06-03T00:00:00,2,111,SUPPORT,175,35,9,488,KEYMIN,46,40,2,351,KEYMIN,168,6,16,125
822,monthly,2012-01-09T00:00:00,2,11,SUPPORT,84,47,2,8,FIELD,73,6,13,379,SUPPORT,9,32,4,339
823,monthly,2012-07-15T00:00:00,1,647,SUPPORT,200,49,10,430,SUPPORT,79,15,19,259,SUPPORT,110,34,16,255
824,once,2012-11-08T00:00:00,1,51,KEYMIN,155,33,8,164,SUPPORT,20,39,20,338,FIELD,188,35,1,155
825,quarterly,2012-12-28T00:00:00,2,747,SUPPORT,194,19,2,87,FIELD,174,32,15,467,SUPPORT,191,21,19,356
826,once,2012-09-11T00:00:00,2,538,SUPPORT,53,27,4,248,SUPPORT,74,37,19,357,KEYMIN,161,18,19,53
827,monthly,2012-06-17T00:00:00,1,53,SUPPORT,4,22,14,473,KEYMIN,103,27,3,381,SUPPORT,180,42,15,284
828,once,2012-12-06T00:00:00,3,774,FIELD,110,49,5,114,SUPPORT,137,3,8,297,SUPPORT,93,15,14,447
829,monthly,2012-11-20T00:00:00,2,519,SUPPORT,190,46,6,239,SUPPORT,131,22,3,453,FIELD,148,44,6,244
830,quarterly,2012-12-06T00:00:00,3,827,SUPPORT,89,26,9,362,SUPPORT,132,19,3,442,SUPPORT,197,5,18,362
831,monthly,2012-03-25T00:00:00,1,498,FIELD,184,35,10,387,KEYMIN,136,46,19,447,FIELD,72,15,12,172
832,once,2012-05-20T00:00:00,1,907,SUPPORT,55,19,20,170,SUPPORT,40,31,15,161,FIELD,2,13,18,383
833,quarterly,2012-01-27T00:00:00,1,921,KEYMIN,47,24,14,215,FIELD,119,7,3,493,SUPPORT,151,3,16,57
834,once,2012-04-12T00:00:00,2,666,SUPPORT,160,7,20,78,SUPPORT,1,15,20,215,SUPPORT,22,24,19,207
835,quarterly,2012-09-25T00:00:00,1,190,SUPPORT,23,47,1,486,SUPPORT,90,37,9,378,KEYMIN,75,24,18,30
836,once,2012-04-20T00:00:00,1,140,SUPPORT,180,41,19,231,FIELD,17,42,11,265,SUPPORT,77,10,18,93
837,once,2012-12-18T00:00:00,1,283,SUPPORT,172,16,7,268,SUPPORT,77,37,4,278,SUPPORT,82,16,7,477
838,monthly,2012-09-01T00:00:00,2,586,FIELD,179,26,8,323,SUPPORT,107,45,15,258,FIELD,175,50,17,365
839,once,2012-08-28T00:00:00,1,50,KEYMIN,71,7,8,456,SUPPORT,76,6,8,175,KEYMIN,60,39,2,100
840,monthly,2012-08-14T00:00:00,1,666,SUPPORT,122,25,9,382,FIELD,101,49,3,160,SUPPORT,193,45,7,454
841,monthly,2012-05-30T00:00:00,1,318,FIELD,4,4,17,106,SUPPORT,11,50,15,287,SUPPORT,122,12,17,129
842,once,2012-09-27T00:00:00,1,238,KEYMIN,62,24,5,145,SUPPORT,93,5,3,187,SUPPORT,129,21,2,487
843,quarterly,2012-03-29T00:00:00,1,63,KEYMIN,97,16,12,468,KEYMIN,135,3,14,438,SUPPORT,116,48,7,318
844,monthly,2012-03-01T00:00:00,1,106,KEYMIN,81,48,17,109,SUPPORT,192,29,15,82,SUPPORT,102,27,3,203
845,monthly,2012-03-07T00:00:00,2,720,KEYMIN,112,48,3,124,KEYMIN,16,42,10,178,SUPPORT,9,50,13,169
846,quarterly,2012-11-28T00:00:00,2,575,KEYMIN,38,42,13,341,SUPPORT,85,37,18,195,KEYMIN,71,26,2,290
847,monthly,2012-01-23T00:00:00,1,183,FIELD,131,14,15,332,FIELD,170,15,16,282,SUPPORT,170,10,17,403
848,quarterly,2012-10-17T00:00:00,1,543,SUPPORT,5,19,2,181,SUPPORT,164,46,5,470,SUPPORT,24,22,11,178
849,monthly,2012-09-19T00:00:00,3,407,KEYMIN,105,14,13,342,SUPPORT,46,29,15,10,SUPPORT,169,3,4,296
850,monthly,2012-08-04T00:00:00,1,94,FIELD,12,34,14,353,SUPPORT,103,15,3,460,SUPPORT,44,15,4,326
851,quarterly,2012-04-04T00:00:00,1,819,SUPPORT,188,40,11,333,FIELD,120,48,8,152,SUPPORT,38,1,11,432
852,once,2012-06-13T00:00:00,3,833,KEYMIN,71,1,3,201,FIELD,183,15,3,359,FIELD,173,50,14,365
853,monthly,2012-12-10T00:00:00,2,28,SUPPORT,98,16,3,386,SUPPORT,122,44,14,463,SUPPORT,131,16,16,443
854,once,2012-07-03T00:00:00,1,548,FIELD,153,23,5,52,SUPPORT,22,29,14,177,SUPPORT,107,26,20,211
855,once,2012-11-24T00:00:00,1,813,KEYMIN,176,35,12,131,FIELD,88,36,9,473,KEYMIN,135,14,17,324
856,once,2012-07-15T00:00:00,3,462,FIELD,60,33,1,120,SUPPORT,200,9,11,34,SUPPORT,8,47,5,153
857,monthly,2012-03-31T00:00:00,1,476,SUPPORT,137,12,3,26,SUPPORT,147,31,17,197,SUPPORT,17,29,13,426
858,quarterly,2012-09-07T00:00:00,1,353,SUPPORT,108,1,2,214,SUPPORT,180,44,15,358,SUPPORT,182,26,6,310
859,monthly,2012-04-14T00:00:00,1,255,SUPPORT,149,26,8,303,SUPPORT,117,14,13,477,SUPPORT,24,25,17,90
860,quarterly,2012-02-28T00:00:00,2,511,SUPPORT,124,6,10,328,KEYMIN,157,21,13,95,SUPPORT,56,33,4,378
861,once,2012-10-31T00:00:00,3,124,SUPPORT,42,44,18,278,SUPPORT,152,26,3,421,KEYMIN,64,16,5,156
862,quarterly,2012-03-15T00:00:00,1,106,SUPPORT,193,16,18,87,KEYMIN,124,37,14,131,FIELD,154,15,6,253
863,once,2012-05-02T00:00:00,2,293,KEYMIN,173,40,17,469,KEYMIN,198,35,19,41,SUPPORT,171,4,17,104
864,monthly,2012-11-18T00:00:00,2,190,SUPPORT,190,15,20,357,SUPPORT,104,30,12,83,FIELD,45,27,13,262
865,monthly,2012-09-11T00:00:00,1,308,FIELD,36,24,19,198,SUPPORT,118,15,9,26,SUPPORT,58,3,2,345
866,quarterly,2012-08-18T00:00:00,2,350,KEYMIN,179,16,12,105,KEYMIN,189,23,6,29,FIELD,65,33,4,487
867,monthly,2012-03-23T00:00:00,3,727,SUPPORT,52,22,7,187,SUPPORT,15,38,15,419,KEYMIN,4,35,1,151
868,monthly,2012-04-10T00:00:00,2,214,SUPPORT,4,26,6,410,SUPPORT,99,14,11,357,SUPPORT,21,29,11,16
869,monthly,2012-10-25T00:00:00,3,190,SUPPORT,152,24,12,322,SUPPORT,73,26,20,495,SUPPORT,19,30,6,374
870,monthly,2012-02-16T00:00:00,2,634,SUPPORT,19,14,8,476,FIELD,50,20,8,390,FIELD,184,36,17,337
871,monthly,2012-06-25T00:00:00,1,667,SUPPORT,100,45,10,367,SUPPORT,112,2,18,156,SUPPORT,73,21,2,340
872,quarterly,2012-06-09T00:00:00,2,244,SUPPORT,122,13,14,157,SUPPORT,18,50,9,143,SUPPORT,34,41,10,295
873,once,2012-10-29T00:00:00,1,535,SUPPORT,199,20,1,272,KEYMIN,65,11,10,312,KEYMIN,193,39,18,236
874,monthly,2012-01-11T00:00:00,3,227,SUPPORT,194,36,13,218,FIELD,71,17,6,278,KEYMIN,140,7,14,189
875,once,2012-02-24T00:00:00,2,544,SUPPORT,135,35,2,407,SUPPORT,149,19,6,46,FIELD,103,25,4,326
876,once,2012-01-07T00:00:00,2,132,SUPPORT,107,14,3,272,FIELD,79,35,14,7,SUPPORT,143,18,8,47
877,monthly,2012-11-28T00:00:00,1,190,FIELD,163,30,9,453,SUPPORT,96,14,5,239,SUPPORT,97,45,7,218
878,quarterly,2012-08-18T00:00:00,2,500,SUPPORT,21,4,18,131,KEYMIN,14,16,1,489,KEYMIN,127,28,9,244
879,monthly,2012-03-09T00:00:00,3,367,SUPPORT,156,13,8,431,SUPPORT,55,11,18,263,SUPPORT,121,38,11,49
880,once,2012-03-29T00:00:00,1,695,FIELD,191,28,9,230,KEYMIN,187,21,15,174,SUPPORT,172,48,3,207
881,once,2012-12-02T00:00:00,3,755,FIELD,33,21,19,287,SUPPORT,122,2,17,161,FIELD,168,47,12,381
882,monthly,2012-11-24T00:00:00,3,793,KEYMIN,183,44,11,426,SUPPORT,51,42,15,59,KEYMIN,168,24,9,174
883,quarterly,2012-03-07T00:00:00,2,790,SUPPORT,22,40,7,478,SUPPORT,138,3,14,278,FIELD,117,37,20,282
884,once,2012-03-05T00:00:00,1,355,KEYMIN,54,27,10,387,FIELD,180,45,17,264,SUPPORT,71,36,9,11
885,quarterly,2012-07-23T00:00:00,1,75,SUPPORT,157,9,1,450,SUPPORT,44,38,1,201,KEYMIN,15,48,13,220
886,quarterly,2012-12-30T00:00:00,2,274,KEYMIN,100,33,12,400,SUPPORT,172,41,5,161,SUPPORT,170,41,19,16
887,once,2012-02-04T00:00:00,1,685,SUPPORT,33,5,5,362,SUPPORT,111,41,10,212,KEYMIN,95,33,10,108
888,monthly,2012-10-27T00:00:00,1,556,SUPPORT,161,34,15,24,KEYMIN,194,37,18,317,SUPPORT,20,14,15,67
889,monthly,2012-12-26T00:00:00,2,178,SUPPORT,6,44,12,385,KEYMIN,89,33,15,443,SUPPORT,67,31,3,104
890,monthly,2012-06-09T00:00:00,2,379,FIELD,107,22,5,112,SUPPORT,149,31,19,457,SUPPORT,148,8,6,119
891,monthly,2012-12-18T00:00:00,2,222,SUPPORT,54,14,15,221,SUPPORT,131,16,12,37,SUPPORT,161,42,18,298
892,monthly,2012-05-04T00:00:00,1,441,SUPPORT,82,36,16,14,SUPPORT,198,46,16,352,SUPPORT,118,13,15,124
893,monthly,2012-02-10T00:00:00,2,832,SUPPORT,195,12,4,111,KEYMIN,137,46,3,468,KEYMIN,163,16,13,468
894,once,2012-10-19T00:00:00,1,20,SUPPORT,53,16,12,92,FIELD,131,5,9,452,FIELD,26,25,5,179
895,once,2012-03-09T00:00:00,1,855,SUPPORT,120,36,12,7,SUPPORT,128,5,2,15,SUPPORT,98,25,19,309
896,once,2012-08-20T00:00:00,2,281,KEYMIN,33,10,4,450,SUPPORT,109,20,10,494,FIELD,111,28,3,447
897,quarterly,2012-07-25T00:00:00,1,193,SUPPORT,182,25,9,391,KEYMIN,148,21,18,305,KEYMIN,98,11,6,65
898,once,2012-07-27T00:00:00,2,868,KEYMIN,172,18,20,310,SUPPORT,167,16,18,291,SUPPORT,75,39,11,6
899,once,2012-10-25T00:00:00,1,106,SUPPORT,120,20,16,166,FIELD,35,50,16,346,SUPPORT,175,27,13,257
900,monthly,2012-08-20T00:00:00,3,768,SUPPORT,137,19,12,353,FIELD,137,15,20,9,SUPPORT,102,14,2,288
901,monthly,2012-09-09T00:00:00,2,70,KEYMIN,152,40,9,361,FIELD,199,45,19,94,SUPPORT,112,18,12,285
902,once,2012-07-17T00:00:00,2,692,SUPPORT,86,33,19,370,SUPPORT,77,9,3,224,KEYMIN,43,50,7,461
903,quarterly,2012-09-23T00:00:00,1,720,SUPPORT,182,35,10,387,FIELD,174,31,19,138,SUPPORT,128,15,10,371
904,monthly,2012-08-12T00:00:00,1,548,SUPPORT,179,20,4,469,SUPPORT,128,28,18,245,SUPPORT,111,29,2,464
905,monthly,2012-11-16T00:00:00,2,992,KEYMIN,69,42,20,166,FIELD,181,9,11,353,KEYMIN,188,32,11,381
906,quarterly,2012-08-24T00:00:00,3,329,FIELD,11,20,6,427,KEYMIN,157,30,14,494,KEYMIN,146,42,3,46
907,monthly,2012-05-30T00:00:00,2,818,SUPPORT,64,36,4,159,KEYMIN,16,44,18,235,KEYMIN,68,48,18,493
908,once,2012-04-06T00:00:00,2,965,SUPPORT,26,32,3,255,KEYMIN,56,20,19,450,FIELD,16,12,18,310
909,once,2012-11-04T00:00:00,2,79,SUPPORT,88,38,1,77,KEYMIN,160,40,20,407,SUPPORT,132,2,14,280
910,monthly,2012-02-06T00:00:00,1,96,SUPPORT,35,34,15,212,SUPPORT,170,3,19,339,SUPPORT,38,16,11,132
911,monthly,2012-01-01T00:00:00,2,361,KEYMIN,152,39,2,142,SUPPORT,195,43,1,27,FIELD,71,13,11,45
912,quarterly,2012-07-13T00:00:00,1,451,SUPPORT,128,1,16,277,SUPPORT,91,5,3,363,SUPPORT,90,3,6,41
913,monthly,2012-12-14T00:00:00,1,47,SUPPORT,186,41,15,390,FIELD,200,50,18,414,FIELD,200,29,6,37
914,monthly,2012-08-14T00:00:00,1,289,FIELD,173,37,15,433,SUPPORT,24,41,2,309,KEYMIN,13,9,17,104
915,monthly,2012-02-06T00:00:00,3,255,SUPPORT,49,48,19,130,KEYMIN,133,48,3,220,SUPPORT,51,47,5,306
916,once,2012-09-19T00:00:00,2,930,KEYMIN,80,27,1,95,SUPPORT,104,2,3,78,SUPPORT,38,16,15,370
917,once,2012-08-16T00:00:00,1,299,KEYMIN,79,32,4,174,SUPPORT,20,11,6,99,KEYMIN,196,46,17,376
918,once,2012-12-14T00:00:00,1,493,FIELD,132,10,13,486,SUPPORT,147,26,1,131,SUPPORT,182,21,15,322
919,once,2012-07-05T00:00:00,2,862,SUPPORT,10,18,7,75,FIELD,146,26,20,43,FIELD,28,49,5,128
920,quarterly,2012-08-24T00:00:00,1,828,SUPPORT,148,18,12,413,FIELD,138,43,12,125,KEYMIN,152,43,11,417
921,once,2012-08-02T00:00:00,1,861,SUPPORT,162,11,16,68,SUPPORT,103,24,16,78,FIELD,12,29,10,152
922,monthly,2012-08-30T00:00:00,1,346,SUPPORT,75,14,2,95,FIELD,78,28,1,5,KEYMIN,1,13,10,463
923,monthly,2012-11-26T00:00:00,2,984,KEYMIN,70,20,19,189,SUPPORT,128,7,12,251,SUPPORT,8,45,12,374
924,quarterly,2012-02-12T00:00:00,2,677,SUPPORT,80,44,3,124,FIELD,53,24,2,436,SUPPORT,32,24,10,78
925,once,2012-12-14T00:00:00,2,125,SUPPORT,34,20,13,148,SUPPORT,198,44,11,91,KEYMIN,28,38,17,276
926,monthly,2012-12-08T00:00:00,1,33,SUPPORT,28,48,14,335,SUPPORT,97,47,20,134,SUPPORT,117,38,13,483
927,monthly,2012-01-31T00:00:00,1,808,FIELD,51,35,6,258,SUPPORT,140,31,10,343,SUPPORT,30,4,15,445
928,once,2012-10-09T00:00:00,2,189,SUPPORT,71,50,8,378,SUPPORT,6,7,13,475,SUPPORT,160,46,13,226
929,quarterly,2012-10-25T00:00:00,2,840,SUPPORT,196,28,20,34,SUPPORT,160,27,10,266,SUPPORT,17,7,9,312
930,monthly,2012-11-30T00:00:00,1,732,FIELD,132,10,11,94,FIELD,86,5,9,336,SUPPORT,66,34,18,481
931,quarterly,2012-07-29T00:00:00,2,64,SUPPORT,17,30,7,433,SUPPORT,148,42,20,455,KEYMIN,54,11,5,356
932,monthly,2012-10-15T00:00:00,2,233,FIELD,77,1,17,230,SUPPORT,193,8,5,367,KEYMIN,145,29,12,5
933,monthly,2012-07-25T00:00:00,1,604,SUPPORT,146,12,7,200,KEYMIN,158,30,13,170,SUPPORT,146,33,7,10
934,monthly,2012-01-23T00:00:00,1,382,FIELD,82,20,20,93,SUPPORT,198,38,20,136,FIELD,119,41,16,42
935,monthly,2012-02-26T00:00:00,1,682,SUPPORT,173,37,4,431,FIELD,173,1,5,65,SUPPORT,74,11,8,298
936,quarterly,2012-10-09T00:00:00,2,330,SUPPORT,85,38,1,285,SUPPORT,17,9,6,155,FIELD,137,23,3,249
937,monthly,2012-02-10T00:00:00,3,770,SUPPORT,132,43,10,51,SUPPORT,100,43,9,355,SUPPORT,162,38,2,298
938,quarterly,2012-07-13T00:00:00,1,286,SUPPORT,64,15,17,61,FIELD,23,2,19,92,FIELD,93,28,14,227
939,monthly,2012-03-03T00:00:00,1,788,SUPPORT,158,9,19,357,SUPPORT,159,1,8,82,SUPPORT,91,31,11,379
940,monthly,2012-09-11T00:00:00,2,370,SUPPORT,189,9,11,177,FIELD,91,50,15,269,FIELD,9,30,4,455
941,once,2012-02-26T00:00:00,2,924,SUPPORT,175,5,8,203,FIELD,55,10,20,82,SUPPORT,154,8,12,185
942,quarterly,2012-12-16T00:00:00,1,19,SUPPORT,193,48,13,288,SUPPORT,24,1,9,58,KEYMIN,179,20,18,171
943,quarterly,2012-02-02T00:00:00,2,574,SUPPORT,135,19,11,402,FIELD,142,31,8,158,SUPPORT,22,9,4,30
944,once,2012-12-12T00:00:00,3,180,SUPPORT,40,21,7,427,SUPPORT,27,5,12,182,SUPPORT,19,1,4,26
945,quarterly,2012-11-30T00:00:00,2,688,SUPPORT,155,8,8,482,SUPPORT,168,3,20,377,SUPPORT,42,40,20,169
946,once,2012-07-29T00:00:00,3,487,KEYMIN,69,25,15,191,KEYMIN,112,6,4,194,SUPPORT,60,21,5,28
947,once,2012-11-26T00:00:00,3,655,FIELD,118,26,17,434,FIELD,83,21,4,341,FIELD,152,31,18,190
948,monthly,2012-08-04T00:00:00,3,267,KEYMIN,35,44,3,468,FIELD,187,22,13,241,FIELD,2,48,15,410
949,once,2012-05-08T00:00:00,2,989,SUPPORT,72,29,15,143,FIELD,193,37,14,471,FIELD,153,40,18,85
950,once,2012-06-17T00:00:00,1,93,KEYMIN,162,34,4,188,SUPPORT,59,27,8,271,SUPPORT,183,7,1,464
951,quarterly,2012-11-30T00:00:00,2,824,KEYMIN,125,43,7,430,KEYMIN,179,21,9,151,KEYMIN,16,8,13,472
952,monthly,2012-02-02T00:00:00,2,422,FIELD,19,31,3,127,SUPPORT,65,7,9,56,SUPPORT,30,42,16,11
953,once,2012-01-27T00:00:00,1,964,KEYMIN,99,26,11,251,KEYMIN,54,40,2,388,SUPPORT,102,28,10,450
954,monthly,2012-09-25T00:00:00,1,52,SUPPORT,148,45,5,489,SUPPORT,103,32,3,146,SUPPORT,55,17,20,471
955,monthly,2012-10-01T00:00:00,2,327,FIELD,110,28,4,374,SUPPORT,62,1,17,362,SUPPORT,76,23,9,388
956,once,2012-03-27T00:00:00,1,554,SUPPORT,174,19,15,153,SUPPORT,169,50,6,51,SUPPORT,30,28,5,150
957,once,2012-11-28T00:00:00,1,681,SUPPORT,190,1,20,459,SUPPORT,6,48,9,256,KEYMIN,149,39,8,245
958,monthly,2012-01-15T00:00:00,1,440,SUPPORT,7,39,1,154,SUPPORT,190,13,3,384,KEYMIN,195,46,13,6
959,once,2012-03-25T00:00:00,2,936,SUPPORT,76,18,4,29,SUPPORT,68,40,6,122,KEYMIN,159,13,19,471
960,monthly,2012-04-04T00:00:00,3,352,SUPPORT,103,30,4,36,SUPPORT,123,11,14,354,KEYMIN,55,42,18,438
961,once,2012-04-16T00:00:00,1,402,KEYMIN,102,8,9,494,KEYMIN,27,9,2,13,FIELD,189,44,6,134
962,monthly,2012-09-05T00:00:00,1,462,SUPPORT,10,34,2,55,SUPPORT,12,17,12,188,SUPPORT,151,3,20,35
963,quarterly,2012-11-02T00:00:00,2,311,KEYMIN,152,33,14,227,FIELD,12,47,15,17,SUPPORT,192,26,13,424
964,quarterly,2012-10-21T00:00:00,1,873,KEYMIN,119,40,9,33,SUPPORT,173,28,14,445,SUPPORT,69,32,1,326
965,quarterly,2012-05-24T00:00:00,2,120,SUPPORT,160,36,14,377,SUPPORT,63,12,9,315,SUPPORT,136,35,16,246
966,monthly,2012-01-21T00:00:00,1,329,SUPPORT,143,16,20,166,SUPPORT,35,6,14,375,SUPPORT,3,22,2,367
967,monthly,2012-09-17T00:00:00,2,986,FIELD,16,16,4,280,FIELD,101,6,6,104,SUPPORT,30,13,14,288
968,once,2012-10-07T00:00:00,3,7,SUPPORT,185,28,4,398,FIELD,180,12,18,458,SUPPORT,160,26,14,186
969,monthly,2012-09-23T00:00:00,3,589,FIELD,126,19,16,305,KEYMIN,184,49,5,420,SUPPORT,189,2,1,61
970,quarterly,2012-08-02T00:00:00,1,707,KEYMIN,138,16,17,486,FIELD,197,29,4,279,SUPPORT,35,10,17,68
971,monthly,2012-08-24T00:00:00,2,645,SUPPORT,151,27,3,384,SUPPORT,170,18,6,190,SUPPORT,83,1,18,328
972,quarterly,2012-01-25T00:00:00,2,373,FIELD,28,14,1,127,SUPPORT,167,24,9,286,SUPPORT,10,22,3,460
973,quarterly,2012-03-19T00:00:00,2,901,FIELD,30,9,13,409,KEYMIN,174,24,20,152,SUPPORT,11,18,11,199
974,once,2012-11-12T00:00:00,1,61,FIELD,71,22,3,288,FIELD,41,38,18,453,FIELD,32,43,16,384
975,monthly,2012-06-15T00:00:00,1,471,KEYMIN,145,3,8,146,SUPPORT,192,14,3,454,SUPPORT,30,44,3,494
976,once,2012-05-28T00:00:00,3,393,SUPPORT,103,31,14,80,SUPPORT,179,12,11,23,SUPPORT,134,15,2,425
977,monthly,2012-05-08T00:00:00,2,625,SUPPORT,148,25,14,428,SUPPORT,12,1,12,106,SUPPORT,94,34,4,112
978,once,2012-06-11T00:00:00,1,954,FIELD,48,15,7,442,SUPPORT,177,6,12,107,SUPPORT,62,19,15,449
979,monthly,2012-02-18T00:00:00,2,852,SUPPORT,149,48,10,21,FIELD,154,9,7,455,SUPPORT,181,27,7,487
980,once,2012-11-18T00:00:00,1,192,SUPPORT,57,18,3,282,SUPPORT,174,21,19,313,KEYMIN,28,39,13,188
981,monthly,2012-03-27T00:00:00,1,224,FIELD,185,1,6,317,SUPPORT,67,33,16,267,KEYMIN,55,24,5,429
982,once,2012-08-04T00:00:00,1,409,KEYMIN,85,37,14,492,KEYMIN,60,48,4,206,KEYMIN,118,17,10,274
983,once,2012-07-19T00:00:00,3,107,SUPPORT,104,21,4,188,SUPPORT,8,3,11,415,KEYMIN,90,38,15,475
984,once,2012-07-05T00:00:00,1,35,SUPPORT,192,38,11,149,SUPPORT,166,45,17,439,FIELD,179,6,15,361
985,quarterly,2012-12-06T00:00:00,2,207,SUPPORT,123,15,13,445,FIELD,174,37,1,22,SUPPORT,135,33,6,412
986,monthly,2012-01-27T00:00:00,3,194,FIELD,189,47,17,152,FIELD,87,22,6,408,KEYMIN,13,35,11,38
987,once,2012-12-06T00:00:00,3,890,SUPPORT,190,13,17,337,SUPPORT,188,2,3,88,SUPPORT,94,26,1,45
988,once,2012-03-29T00:00:00,1,689,SUPPORT,28,43,4,190,FIELD,66,16,8,340,KEYMIN,199,6,13,365
989,quarterly,2012-09-03T00:00:00,3,404,SUPPORT,143,16,13,237,SUPPORT,82,42,2,317,FIELD,188,9,3,303
990,once,2012-06-19T00:00:00,2,370,SUPPORT,53,15,9,244,SUPPORT,97,21,17,186,SUPPORT,5,15,4,212
991,quarterly,2012-12-24T00:00:00,2,894,FIELD,180,13,18,240,SUPPORT,118,49,6,303,SUPPORT,75,11,1,282
992,once,2012-06-27T00:00:00,1,140,SUPPORT,19,24,20,57,SUPPORT,196,29,4,427,SUPPORT,77,14,15,21
993,once,2012-03-09T00:00:00,1,927,FIELD,44,15,3,196,SUPPORT,29,15,18,307,SUPPORT,55,40,3,372
994,once,2012-07-23T00:00:00,1,426,SUPPORT,64,43,8,426,SUPPORT,87,37,5,352,KEYMIN,75,46,9,18
995,monthly,2012-08-18T00:00:00,3,505,KEYMIN,12,6,11,373,SUPPORT,177,34,13,321,FIELD,134,11,2,196
996,monthly,2012-11-30T00:00:00,2,120,SUPPORT,30,35,16,442,FIELD,189,4,4,124,SUPPORT,130,37,8,61
997,monthly,2012-01-15T00:00:00,2,153,FIELD,114,47,12,194,SUPPORT,145,19,20,169,SUPPORT,100,7,19,392
998,monthly,2012-03-31T00:00:00,1,653,KEYMIN,142,45,15,67,SUPPORT,141,28,14,20,FIELD,65,42,15,117
999,once,2012-02-18T00:00:00,3,598,KEYMIN,1,45,6,200,KEYMIN,190,35,16,55,SUPPORT,116,21,15,127
1000,once,2012-05-04T00:00:00,1,537,SUPPORT,109,14,17,239,SUPPORT,137,13,9,24,SUPPORT,43,8,18,315
